MaxOnes 100 12 0.01 0.50
2528 100.000000 92.003026 98.67% Identical
2529 100.000000 96.010167 98.67% Identical
2530 100.000000 89.344792 98.67% Identical
2531 100.000000 92.011036 98.67% Identical
2532 100.000000 90.675647 98.67% Identical
2533 100.000000 96.008572 98.67% Identical
2534 100.000000 97.341961 98.67% Identical
2535 100.000000 92.014723 98.67% Identical
2536 100.000000 85.352390 98.67% Identical
2537 100.000000 87.968377 98.67% Identical
2538 100.000000 88.011655 98.67% Identical
2539 100.000000 93.344532 98.67% Identical
2540 100.000000 88.003039 98.67% Identical
2541 100.000000 95.995541 98.67% Identical
2542 100.000000 94.675556 98.67% Identical
2543 100.000000 89.331933 98.67% Identical
2544 100.000000 91.997977 98.67% Identical
2545 100.000000 95.999325 98.67% Identical
2546 100.000000 94.677963 98.67% Identical
2547 100.000000 91.999924 98.67% Identical
2548 100.000000 89.322455 98.67% Identical
2549 100.000000 81.357460 98.67% Identical
2550 100.000000 89.326444 98.67% Identical
2551 100.000000 92.011993 98.67% Identical
2552 100.000000 90.666339 98.67% Identical
2553 100.000000 93.344881 98.67% Identical
2554 100.000000 91.996059 98.67% Identical
2555 100.000000 93.337815 98.67% Identical
2556 100.000000 94.663732 98.67% Identical
2557 100.000000 96.002171 98.67% Identical
2558 100.000000 92.001189 98.67% Identical
2559 100.000000 92.013160 98.67% Identical
2560 100.000000 89.352759 98.67% Identical
2561 100.000000 92.004092 98.67% Identical
2562 100.000000 92.006072 98.67% Identical
2563 100.000000 94.677400 98.67% Identical
2564 100.000000 86.683130 98.67% Identical
2565 100.000000 86.690139 98.67% Identical
2566 100.000000 90.455324 98.67% Identical
2567 100.000000 90.671679 98.67% Identical
2568 100.000000 90.669860 98.67% Identical
2569 100.000000 89.322003 98.67% Identical
2570 100.000000 91.994927 98.67% Identical
2571 100.000000 92.000614 98.67% Identical
2572 100.000000 92.006831 98.67% Identical
2573 100.000000 92.001246 98.67% Identical
2574 100.000000 92.004034 98.67% Identical
2575 100.000000 94.670108 98.67% Identical
2576 100.000000 86.677334 98.67% Identical
2577 100.000000 86.455048 98.67% Identical
2578 100.000000 90.679654 98.67% Identical
2579 100.000000 90.673548 98.67% Identical
2580 100.000000 89.327132 98.67% Identical
2581 100.000000 97.338093 98.67% Identical
2582 100.000000 96.008251 98.67% Identical
2583 100.000000 90.670444 98.67% Identical
2584 100.000000 89.356104 98.67% Identical
2585 100.000000 94.656139 98.67% Identical
2586 100.000000 95.990723 98.67% Identical
2587 100.000000 90.668474 98.67% Identical
2588 100.000000 87.999934 98.67% Identical
2589 100.000000 88.004629 98.67% Identical
2590 100.000000 88.015710 98.67% Identical
2591 100.000000 93.351790 98.67% Identical
2592 100.000000 92.001887 98.67% Identical
2593 100.000000 93.341141 98.67% Identical
2594 100.000000 92.000993 98.67% Identical
2595 100.000000 96.004986 98.67% Identical
2596 100.000000 93.338048 98.67% Identical
2597 100.000000 96.003766 98.67% Identical
2598 100.000000 90.661776 98.67% Identical
2599 100.000000 90.673184 98.67% Identical
2600 100.000000 86.665748 98.67% Identical
2601 100.000000 92.012758 98.67% Identical
2602 100.000000 93.335218 98.67% Identical
2603 100.000000 93.342855 98.67% Identical
2604 100.000000 93.340402 98.67% Identical
2605 100.000000 82.683090 98.67% Identical
2606 100.000000 94.670131 98.67% Identical
2607 100.000000 91.992958 98.67% Identical
2608 100.000000 92.010619 98.67% Identical
2609 100.000000 90.655853 98.67% Identical
2610 100.000000 93.339627 98.67% Identical
2611 100.000000 87.988175 98.67% Identical
2612 100.000000 95.996449 98.67% Identical
2613 100.000000 93.343556 98.67% Identical
2614 100.000000 94.679029 98.67% Identical
2615 100.000000 93.328823 98.67% Identical
2616 100.000000 86.640339 98.67% Identical
2617 100.000000 93.332058 98.67% Identical
2618 100.000000 94.666631 98.67% Identical
2619 100.000000 95.992062 98.67% Identical
2620 100.000000 93.315781 98.67% Identical
2621 100.000000 90.671972 98.67% Identical
2622 100.000000 90.670772 98.67% Identical
2623 100.000000 93.334961 98.67% Identical
2624 100.000000 89.355984 98.67% Identical
2625 100.000000 90.667081 98.67% Identical
2626 100.000000 90.663372 98.67% Identical
2627 100.000000 88.004706 98.67% Identical
2628 100.000000 89.331625 98.67% Identical
2629 100.000000 94.671133 98.67% Identical
2630 100.000000 94.678082 98.67% Identical
2631 100.000000 92.009472 98.67% Identical
2632 100.000000 90.670989 98.67% Identical
2633 100.000000 94.649309 98.67% Identical
2634 100.000000 94.668532 98.67% Identical
2635 100.000000 85.340637 98.67% Identical
2636 100.000000 94.664103 98.67% Identical
2637 100.000000 88.006394 98.67% Identical
2638 100.000000 91.998596 98.67% Identical
2639 100.000000 95.981431 98.67% Identical
2640 100.000000 90.659648 98.67% Identical
2641 100.000000 94.649182 98.67% Identical
2642 100.000000 95.995534 98.67% Identical
2643 100.000000 94.668989 98.67% Identical
2644 100.000000 91.784865 98.67% Identical
2645 100.000000 88.019217 98.67% Identical
2646 100.000000 93.332944 98.67% Identical
2647 100.000000 91.986195 98.67% Identical
2648 100.000000 94.680943 98.67% Identical
2649 100.000000 90.677425 98.67% Identical
2650 100.000000 90.654203 98.67% Identical
2651 100.000000 83.998282 98.67% Identical
2652 100.000000 92.008824 98.67% Identical
2653 100.000000 94.659936 98.67% Identical
2654 100.000000 96.013379 98.67% Identical
2655 100.000000 94.672343 98.67% Identical
2656 100.000000 90.672658 98.67% Identical
2657 100.000000 89.336267 98.67% Identical
2658 100.000000 85.331351 98.67% Identical
2659 100.000000 98.673073 98.67% Identical
2660 100.000000 90.677400 98.67% Identical
2661 100.000000 84.000729 98.67% Identical
2662 100.000000 90.663262 98.67% Identical
2663 100.000000 94.665945 98.67% Identical
2664 100.000000 93.343748 98.67% Identical
2665 100.000000 94.664103 98.67% Identical
2666 100.000000 97.324363 98.67% Identical
2667 100.000000 92.027529 98.67% Identical
2668 100.000000 91.995240 98.67% Identical
2669 100.000000 92.004409 98.67% Identical
2670 100.000000 91.987609 98.67% Identical
2671 100.000000 90.680082 98.67% Identical
2672 100.000000 93.333006 98.67% Identical
2673 100.000000 90.649093 98.67% Identical
2674 100.000000 93.327124 98.67% Identical
2675 100.000000 90.658299 98.67% Identical
2676 100.000000 94.670447 98.67% Identical
2677 100.000000 93.350519 98.67% Identical
2678 100.000000 90.672181 98.67% Identical
2679 100.000000 89.326640 98.67% Identical
2680 100.000000 93.339891 98.67% Identical
2681 100.000000 89.343147 98.67% Identical
2682 100.000000 90.673412 98.67% Identical
2683 100.000000 90.676391 98.67% Identical
2684 100.000000 93.334961 98.67% Identical
2685 100.000000 88.025740 98.67% Identical
2686 100.000000 89.348338 98.67% Identical
2687 100.000000 95.991361 98.67% Identical
2688 100.000000 90.673960 98.67% Identical
2689 100.000000 96.006207 98.67% Identical
2690 100.000000 85.340623 98.67% Identical
2691 100.000000 93.337563 98.67% Identical
2692 100.000000 89.311956 98.67% Identical
2693 100.000000 92.005743 98.67% Identical
2694 100.000000 81.338760 98.67% Identical
2695 100.000000 90.671277 98.67% Identical
2696 100.000000 86.663923 98.67% Identical
2697 100.000000 96.010460 98.67% Identical
2698 100.000000 85.351153 98.67% Identical
2699 100.000000 91.986250 98.67% Identical
2700 100.000000 93.347678 98.67% Identical
2701 100.000000 89.331073 98.67% Identical
2702 100.000000 94.679676 98.67% Identical
2703 100.000000 85.340878 98.67% Identical
2704 100.000000 93.326599 98.67% Identical
2705 100.000000 93.323386 98.67% Identical
2706 100.000000 95.990357 98.67% Identical
2707 100.000000 93.354639 98.67% Identical
2708 100.000000 92.013933 98.67% Identical
2709 100.000000 94.674226 98.67% Identical
2710 100.000000 88.008565 98.67% Identical
2711 100.000000 87.783800 98.67% Identical
2712 100.000000 98.672998 98.67% Identical
2713 100.000000 94.666889 98.67% Identical
2714 100.000000 91.983980 98.67% Identical
2715 100.000000 86.692021 98.67% Identical
2716 100.000000 92.004498 98.67% Identical
2717 100.000000 89.340115 98.67% Identical
2718 100.000000 90.672361 98.67% Identical
2719 100.000000 86.653462 98.67% Identical
2720 100.000000 93.334959 98.67% Identical
2721 100.000000 92.014292 98.67% Identical
2722 100.000000 86.640197 98.67% Identical
2723 100.000000 93.331749 98.67% Identical
2724 100.000000 96.001234 98.67% Identical
2725 100.000000 93.338571 98.67% Identical
2726 100.000000 89.344753 98.67% Identical
2727 100.000000 98.661869 98.67% Identical
2728 100.000000 89.356578 98.67% Identical
2729 100.000000 87.995617 98.67% Identical
2730 100.000000 90.667546 98.67% Identical
2731 100.000000 95.999977 98.67% Identical
2732 100.000000 90.679374 98.67% Identical
2733 100.000000 94.671066 98.67% Identical
2734 100.000000 90.687973 98.67% Identical
2735 100.000000 89.329802 98.67% Identical
2736 100.000000 93.348386 98.67% Identical
2737 100.000000 91.990196 98.67% Identical
2738 100.000000 96.008063 98.67% Identical
2739 100.000000 94.655826 98.67% Identical
2740 100.000000 90.654524 98.67% Identical
2741 100.000000 94.660638 98.67% Identical
2742 100.000000 93.332623 98.67% Identical
2743 100.000000 90.672677 98.67% Identical
2744 100.000000 88.005386 98.67% Identical
2745 100.000000 89.355352 98.67% Identical
2746 100.000000 88.015244 98.67% Identical
2747 100.000000 86.677985 98.67% Identical
2748 100.000000 97.337851 98.67% Identical
2749 100.000000 94.689003 98.67% Identical
2750 100.000000 90.686510 98.67% Identical
2751 100.000000 95.985922 98.67% Identical
2752 100.000000 89.342116 98.67% Identical
2753 100.000000 90.678278 98.67% Identical
2754 100.000000 93.326112 98.67% Identical
2755 100.000000 94.673019 98.67% Identical
2756 100.000000 88.003639 98.67% Identical
2757 100.000000 90.678398 98.67% Identical
2758 100.000000 96.015341 98.67% Identical
2759 100.000000 90.666464 98.67% Identical
2760 100.000000 93.302372 98.67% Identical
2761 100.000000 90.670089 98.67% Identical
2762 100.000000 90.691006 98.67% Identical
2763 100.000000 89.342489 98.67% Identical
2764 100.000000 86.665918 98.67% Identical
2765 100.000000 87.999353 98.67% Identical
2766 100.000000 88.006352 98.67% Identical
2767 100.000000 90.678744 98.67% Identical
2768 100.000000 90.647172 98.67% Identical
2769 100.000000 86.652894 98.67% Identical
2770 100.000000 94.661849 98.67% Identical
2771 100.000000 89.335433 98.67% Identical
2772 100.000000 89.308024 98.67% Identical
2773 100.000000 91.991181 98.67% Identical
2774 100.000000 94.662536 98.67% Identical
2775 100.000000 90.652876 98.67% Identical
2776 100.000000 94.673417 98.67% Identical
2777 100.000000 90.670473 98.67% Identical
2778 100.000000 94.673043 98.67% Identical
2779 100.000000 83.995277 98.67% Identical
2780 100.000000 93.338191 98.67% Identical
2781 100.000000 90.666024 98.67% Identical
2782 100.000000 94.679412 98.67% Identical
2783 100.000000 97.329746 98.67% Identical
2784 100.000000 94.655508 98.67% Identical
2785 100.000000 90.664817 98.67% Identical
2786 100.000000 86.666248 98.67% Identical
2787 100.000000 86.665157 98.67% Identical
2788 100.000000 89.318207 98.67% Identical
2789 100.000000 92.010809 98.67% Identical
2790 100.000000 94.677074 98.67% Identical
2791 100.000000 93.328831 98.67% Identical
2792 100.000000 94.647224 98.67% Identical
2793 100.000000 86.689320 98.67% Identical
2794 100.000000 90.669790 98.67% Identical
2795 100.000000 93.320604 98.67% Identical
2796 100.000000 93.347938 98.67% Identical
2797 100.000000 95.995542 98.67% Identical
2798 100.000000 89.337706 98.67% Identical
2799 100.000000 90.675585 98.67% Identical
2800 100.000000 93.331418 98.67% Identical
2801 100.000000 89.335876 98.67% Identical
2802 100.000000 90.654767 98.67% Identical
2803 100.000000 88.005754 98.67% Identical
2804 100.000000 89.331247 98.67% Identical
2805 100.000000 93.350768 98.67% Identical
2806 100.000000 88.021429 98.67% Identical
2807 100.000000 93.319477 98.67% Identical
2808 100.000000 97.341275 98.67% Identical
2809 100.000000 90.666329 98.67% Identical
2810 100.000000 85.341068 98.67% Identical
2811 100.000000 90.666609 98.67% Identical
2812 100.000000 90.647180 98.67% Identical
2813 100.000000 87.991416 98.67% Identical
2814 100.000000 94.668210 98.67% Identical
2815 100.000000 91.991715 98.67% Identical
2816 100.000000 90.687937 98.67% Identical
2817 100.000000 92.009868 98.67% Identical
2818 100.000000 93.331991 98.67% Identical
2819 100.000000 93.327461 98.67% Identical
2820 100.000000 93.342693 98.67% Identical
2821 100.000000 96.006664 98.67% Identical
2822 100.000000 96.005732 98.67% Identical
2823 100.000000 94.669489 98.67% Identical
2824 100.000000 89.330427 98.67% Identical
2825 100.000000 89.334853 98.67% Identical
2826 100.000000 87.995730 98.67% Identical
2827 100.000000 88.022584 98.67% Identical
2828 100.000000 91.989484 98.67% Identical
2829 100.000000 89.351487 98.67% Identical
2830 100.000000 92.000301 98.67% Identical
2831 100.000000 90.658182 98.67% Identical
2832 100.000000 88.001817 98.67% Identical
2833 100.000000 90.668131 98.67% Identical
2834 100.000000 89.336126 98.67% Identical
2835 100.000000 96.006564 98.67% Identical
2836 100.000000 89.335983 98.67% Identical
2837 100.000000 93.327811 98.67% Identical
2838 100.000000 95.990404 98.67% Identical
2839 100.000000 89.343240 98.67% Identical
2840 100.000000 83.991514 98.67% Identical
2841 100.000000 89.327814 98.67% Identical
2842 100.000000 86.669664 98.67% Identical
2843 100.000000 96.003132 98.67% Identical
2844 100.000000 89.345308 98.67% Identical
2845 100.000000 82.661901 98.67% Identical
2846 100.000000 90.674214 98.67% Identical
2847 100.000000 93.349944 98.67% Identical
2848 100.000000 96.009764 98.67% Identical
2849 100.000000 89.340239 98.67% Identical
2850 100.000000 93.339716 98.67% Identical
2851 100.000000 90.653426 98.67% Identical
2852 100.000000 93.328825 98.67% Identical
2853 100.000000 93.323386 98.67% Identical
2854 100.000000 94.661204 98.67% Identical
2855 100.000000 91.996905 98.67% Identical
2856 100.000000 94.655368 98.67% Identical
2857 100.000000 96.006739 98.67% Identical
2858 100.000000 96.013371 98.67% Identical
2859 100.000000 92.008683 98.67% Identical
2860 100.000000 89.320501 98.67% Identical
2861 100.000000 91.979932 98.67% Identical
2862 100.000000 89.351194 98.67% Identical
2863 100.000000 90.666904 98.67% Identical
2864 100.000000 89.331443 98.67% Identical
2865 100.000000 98.661178 98.67% Identical
2866 100.000000 94.659294 98.67% Identical
2867 100.000000 90.671276 98.67% Identical
2868 100.000000 89.353328 98.67% Identical
2869 100.000000 88.011587 98.67% Identical
2870 100.000000 89.348268 98.67% Identical
2871 100.000000 89.303352 98.67% Identical
2872 100.000000 93.338699 98.67% Identical
2873 100.000000 95.999009 98.67% Identical
2874 100.000000 98.661498 98.67% Identical
2875 100.000000 97.341958 98.67% Identical
2876 100.000000 100.001211 98.67% Identical
2877 100.000000 95.991427 98.67% Identical
2878 100.000000 90.667109 98.67% Identical
2879 100.000000 90.656197 98.67% Identical
2880 100.000000 97.338168 98.67% Identical
2881 100.000000 96.011975 98.67% Identical
2882 100.000000 85.347036 98.67% Identical
2883 100.000000 93.339076 98.67% Identical
2884 100.000000 89.329854 98.67% Identical
2885 100.000000 96.010462 98.67% Identical
2886 100.000000 90.670760 98.67% Identical
2887 100.000000 88.004014 98.67% Identical
2888 100.000000 90.652408 98.67% Identical
2889 100.000000 90.665953 98.67% Identical
2890 100.000000 91.997975 98.67% Identical
2891 100.000000 92.002790 98.67% Identical
2892 100.000000 88.014369 98.67% Identical
2893 100.000000 95.998066 98.67% Identical
2894 100.000000 89.329921 98.67% Identical
2895 100.000000 96.013062 98.67% Identical
2896 100.000000 93.338767 98.67% Identical
2897 100.000000 89.339146 98.67% Identical
2898 100.000000 86.676008 98.67% Identical
2899 100.000000 90.674570 98.67% Identical
2900 100.000000 92.003406 98.67% Identical
2901 100.000000 89.338201 98.67% Identical
2902 100.000000 84.006229 98.67% Identical
2903 100.000000 90.671674 98.67% Identical
2904 100.000000 89.327899 98.67% Identical
2905 100.000000 85.325542 98.67% Identical
2906 100.000000 93.331473 98.67% Identical
2907 100.000000 91.991395 98.67% Identical
2908 100.000000 95.999679 98.67% Identical
2909 100.000000 92.000233 98.67% Identical
2910 100.000000 90.659319 98.67% Identical
2911 100.000000 92.007259 98.67% Identical
2912 100.000000 89.333596 98.67% Identical
2913 100.000000 99.993620 98.67% Identical
2914 100.000000 97.337981 98.67% Identical
2915 100.000000 91.999683 98.67% Identical
2916 100.000000 89.332615 98.67% Identical
2917 100.000000 89.309165 98.67% Identical
2918 100.000000 89.329279 98.67% Identical
2919 100.000000 93.324074 98.67% Identical
2920 100.000000 94.441840 98.67% Identical
2921 100.000000 90.660146 98.67% Identical
2922 100.000000 93.305855 98.67% Identical
2923 100.000000 93.350441 98.67% Identical
2924 100.000000 97.344172 98.67% Identical
2925 100.000000 83.958475 98.67% Identical
2926 100.000000 90.668028 98.67% Identical
2927 100.000000 98.669782 98.67% Identical
2928 100.000000 93.327695 98.67% Identical
2929 100.000000 89.346221 98.67% Identical
2930 100.000000 87.977635 98.67% Identical
2931 100.000000 88.005142 98.67% Identical
2932 100.000000 85.342497 98.67% Identical
2933 100.000000 97.339680 98.67% Identical
2934 100.000000 87.991936 98.67% Identical
2935 100.000000 97.339672 98.67% Identical
2936 100.000000 86.665248 98.67% Identical
2937 100.000000 93.341993 98.67% Identical
2938 100.000000 93.330018 98.67% Identical
2939 100.000000 90.667220 98.67% Identical
2940 100.000000 89.328542 98.67% Identical
2941 100.000000 98.673001 98.67% Identical
2942 100.000000 93.341916 98.67% Identical
2943 100.000000 94.681966 98.67% Identical
2944 100.000000 93.311298 98.67% Identical
2945 100.000000 92.013017 98.67% Identical
2946 100.000000 91.987316 98.67% Identical
2947 100.000000 89.347948 98.67% Identical
2948 100.000000 90.656986 98.67% Identical
2949 100.000000 90.660209 98.67% Identical
2950 100.000000 91.780305 98.67% Identical
2951 100.000000 90.662182 98.67% Identical
2952 100.000000 83.999130 98.67% Identical
2953 100.000000 86.677099 98.67% Identical
2954 100.000000 94.666389 98.67% Identical
2955 100.000000 86.660244 98.67% Identical
2956 100.000000 88.014229 98.67% Identical
2957 100.000000 89.353376 98.67% Identical
2958 100.000000 85.337348 98.67% Identical
2959 100.000000 93.341832 98.67% Identical
2960 100.000000 88.012209 98.67% Identical
2961 100.000000 90.662947 98.67% Identical
2962 100.000000 95.982125 98.67% Identical
2963 100.000000 90.660265 98.67% Identical
2964 100.000000 96.006984 98.67% Identical
2965 100.000000 88.011361 98.67% Identical
2966 100.000000 97.333602 98.67% Identical
2967 100.000000 89.342825 98.67% Identical
2968 100.000000 90.669082 98.67% Identical
2969 100.000000 89.332657 98.67% Identical
2970 100.000000 89.331006 98.67% Identical
2971 100.000000 98.673322 98.67% Identical
2972 100.000000 87.992919 98.67% Identical
2973 100.000000 92.022006 98.67% Identical
2974 100.000000 93.332542 98.67% Identical
2975 100.000000 93.318547 98.67% Identical
2976 100.000000 88.013991 98.67% Identical
2977 100.000000 88.022575 98.67% Identical
2978 100.000000 91.991007 98.67% Identical
2979 100.000000 93.336733 98.67% Identical
2980 100.000000 94.667467 98.67% Identical
2981 100.000000 94.692925 98.67% Identical
2982 100.000000 94.667161 98.67% Identical
2983 100.000000 94.679350 98.67% Identical
2984 100.000000 90.456525 98.67% Identical
2985 100.000000 91.993278 98.67% Identical
2986 100.000000 95.986243 98.67% Identical
2987 100.000000 85.338099 98.67% Identical
2988 100.000000 88.009684 98.67% Identical
2989 100.000000 93.340910 98.67% Identical
2990 100.000000 89.336546 98.67% Identical
2991 100.000000 90.659578 98.67% Identical
2992 100.000000 92.014662 98.67% Identical
2993 100.000000 90.690500 98.67% Identical
2994 100.000000 87.994136 98.67% Identical
2995 100.000000 91.999856 98.67% Identical
2996 100.000000 91.997525 98.67% Identical
2997 100.000000 94.680619 98.67% Identical
2998 100.000000 94.668214 98.67% Identical
2999 100.000000 96.008948 98.67% Identical
3000 100.000000 90.643699 98.67% Identical
3001 100.000000 91.993604 98.67% Identical
3002 100.000000 92.015439 98.67% Identical
3003 100.000000 93.346800 98.67% Identical
3004 100.000000 88.031835 98.67% Identical
3005 100.000000 95.973840 98.67% Identical
3006 100.000000 95.998399 98.67% Identical
3007 100.000000 89.315308 98.67% Identical
3008 100.000000 93.330025 98.67% Identical
3009 100.000000 94.658928 98.67% Identical
3010 100.000000 89.338085 98.67% Identical
3011 100.000000 86.663899 98.67% Identical
3012 100.000000 92.006648 98.67% Identical
3013 100.000000 90.655345 98.67% Identical
3014 100.000000 92.001202 98.67% Identical
3015 100.000000 90.660342 98.67% Identical
3016 100.000000 90.683094 98.67% Identical
3017 100.000000 94.457898 98.67% Identical
3018 100.000000 88.027271 98.67% Identical
3019 100.000000 92.016169 98.67% Identical
3020 100.000000 94.654120 98.67% Identical
3021 100.000000 88.018665 98.67% Identical
3022 100.000000 93.324080 98.67% Identical
3023 100.000000 90.660349 98.67% Identical
3024 100.000000 85.354055 98.67% Identical
3025 100.000000 89.338340 98.67% Identical
3026 100.000000 93.317873 98.67% Identical
3027 100.000000 93.339817 98.67% Identical
3028 100.000000 93.349750 98.67% Identical
3029 100.000000 89.340722 98.67% Identical
3030 100.000000 94.677765 98.67% Identical
3031 100.000000 97.341894 98.67% Identical
3032 100.000000 98.673390 98.67% Identical
3033 100.000000 90.682287 98.67% Identical
3034 100.000000 94.663063 98.67% Identical
3035 100.000000 90.447910 98.67% Identical
3036 100.000000 92.000556 98.67% Identical
3037 100.000000 86.679921 98.67% Identical
3038 100.000000 92.004993 98.67% Identical
3039 100.000000 95.993252 98.67% Identical
3040 100.000000 88.005702 98.67% Identical
3041 100.000000 97.326970 98.67% Identical
3042 100.000000 91.990701 98.67% Identical
3043 100.000000 89.327471 98.67% Identical
3044 100.000000 89.338925 98.67% Identical
3045 100.000000 89.331420 98.67% Identical
3046 100.000000 82.666310 98.67% Identical
3047 100.000000 95.984650 98.67% Identical
3048 100.000000 93.346167 98.67% Identical
3049 100.000000 97.333356 98.67% Identical
3050 100.000000 86.660797 98.67% Identical
3051 100.000000 93.343805 98.67% Identical
3052 100.000000 93.344025 98.67% Identical
3053 100.000000 91.995124 98.67% Identical
3054 100.000000 96.005590 98.67% Identical
3055 100.000000 96.001534 98.67% Identical
3056 100.000000 91.981205 98.67% Identical
3057 100.000000 94.674938 98.67% Identical
3058 100.000000 84.000106 98.67% Identical
3059 100.000000 89.319299 98.67% Identical
3060 100.000000 90.681585 98.67% Identical
3061 100.000000 93.338325 98.67% Identical
3062 100.000000 91.991701 98.67% Identical
3063 100.000000 95.994848 98.67% Identical
3064 100.000000 90.662402 98.67% Identical
3065 100.000000 94.657475 98.67% Identical
3066 100.000000 98.662192 98.67% Identical
3067 100.000000 96.009769 98.67% Identical
3068 100.000000 86.679406 98.67% Identical
3069 100.000000 90.652876 98.67% Identical
3070 100.000000 93.338048 98.67% Identical
3071 100.000000 92.009998 98.67% Identical
3072 100.000000 91.997209 98.67% Identical
3073 100.000000 94.658602 98.67% Identical
3074 100.000000 94.667840 98.67% Identical
3075 100.000000 97.330067 98.67% Identical
3076 100.000000 94.675012 98.67% Identical
3077 100.000000 87.994514 98.67% Identical
3078 100.000000 88.012383 98.67% Identical
3079 100.000000 92.019953 98.67% Identical
3080 100.000000 84.013315 98.67% Identical
3081 100.000000 93.352334 98.67% Identical
3082 100.000000 93.350999 98.67% Identical
3083 100.000000 92.018464 98.67% Identical
3084 100.000000 94.667216 98.67% Identical
3085 100.000000 90.659089 98.67% Identical
3086 100.000000 94.666710 98.67% Identical
3087 100.000000 92.015617 98.67% Identical
3088 100.000000 94.677840 98.67% Identical
3089 100.000000 85.355375 98.67% Identical
3090 100.000000 88.000627 98.67% Identical
3091 100.000000 90.673932 98.67% Identical
3092 100.000000 97.342340 98.67% Identical
3093 100.000000 88.008151 98.67% Identical
3094 100.000000 90.685698 98.67% Identical
3095 100.000000 90.672114 98.67% Identical
3096 100.000000 95.998948 98.67% Identical
3097 100.000000 87.988402 98.67% Identical
3098 100.000000 89.360089 98.67% Identical
3099 100.000000 86.663391 98.67% Identical
3100 100.000000 94.659235 98.67% Identical
3101 100.000000 87.996102 98.67% Identical
3102 100.000000 98.661869 98.67% Identical
3103 100.000000 97.346697 98.67% Identical
3104 100.000000 90.675509 98.67% Identical
3105 100.000000 89.348192 98.67% Identical
3106 100.000000 97.330756 98.67% Identical
3107 100.000000 89.358144 98.67% Identical
3108 100.000000 97.338093 98.67% Identical
3109 100.000000 87.981468 98.67% Identical
3110 100.000000 96.002927 98.67% Identical
3111 100.000000 96.007503 98.67% Identical
3112 100.000000 90.669522 98.67% Identical
3113 100.000000 88.012481 98.67% Identical
3114 100.000000 94.651015 98.67% Identical
3115 100.000000 93.339530 98.67% Identical
3116 100.000000 82.648086 98.67% Identical
3117 100.000000 94.666016 98.67% Identical
3118 100.000000 86.672727 98.67% Identical
3119 100.000000 97.339361 98.67% Identical
3120 100.000000 94.671178 98.67% Identical
3121 100.000000 90.658761 98.67% Identical
3122 100.000000 94.681551 98.67% Identical
3123 100.000000 81.373166 98.67% Identical
3124 100.000000 89.334158 98.67% Identical
3125 100.000000 85.324891 98.67% Identical
3126 100.000000 97.326647 98.67% Identical
3127 100.000000 91.983343 98.67% Identical
3128 100.000000 97.330063 98.67% Identical
3129 100.000000 96.008628 98.67% Identical
3130 100.000000 90.679373 98.67% Identical
3131 100.000000 90.664009 98.67% Identical
3132 100.000000 96.011475 98.67% Identical
3133 100.000000 90.680646 98.67% Identical
3134 100.000000 86.676014 98.67% Identical
3135 100.000000 94.675315 98.67% Identical
3136 100.000000 93.343187 98.67% Identical
3137 100.000000 84.000504 98.67% Identical
3138 100.000000 95.989461 98.67% Identical
3139 100.000000 88.009324 98.67% Identical
3140 100.000000 90.654814 98.67% Identical
3141 100.000000 85.334508 98.67% Identical
3142 100.000000 96.004139 98.67% Identical
3143 100.000000 89.359624 98.67% Identical
3144 100.000000 90.653255 98.67% Identical
3145 100.000000 88.005812 98.67% Identical
3146 100.000000 96.006045 98.67% Identical
3147 100.000000 92.009859 98.67% Identical
3148 100.000000 91.983173 98.67% Identical
3149 100.000000 93.336786 98.67% Identical
3150 100.000000 93.331030 98.67% Identical
3151 100.000000 89.317089 98.67% Identical
3152 100.000000 83.988824 98.67% Identical
3153 100.000000 94.667026 98.67% Identical
3154 100.000000 94.663371 98.67% Identical
3155 100.000000 94.665698 98.67% Identical
3156 100.000000 91.988416 98.67% Identical
3157 100.000000 90.672858 98.67% Identical
3158 100.000000 89.337513 98.67% Identical
3159 100.000000 88.016967 98.67% Identical
3160 100.000000 94.681701 98.67% Identical
3161 100.000000 95.990730 98.67% Identical
3162 100.000000 92.008898 98.67% Identical
3163 100.000000 90.657294 98.67% Identical
3164 100.000000 94.654927 98.67% Identical
3165 100.000000 98.673315 98.67% Identical
3166 100.000000 88.012966 98.67% Identical
3167 100.000000 94.681369 98.67% Identical
3168 100.000000 85.340168 98.67% Identical
3169 100.000000 88.004876 98.67% Identical
3170 100.000000 93.340041 98.67% Identical
3171 100.000000 91.984920 98.67% Identical
3172 100.000000 96.005971 98.67% Identical
3173 100.000000 94.662842 98.67% Identical
3174 100.000000 92.007934 98.67% Identical
3175 100.000000 90.660789 98.67% Identical
3176 100.000000 88.017690 98.67% Identical
3177 100.000000 91.991074 98.67% Identical
3178 100.000000 88.015384 98.67% Identical
3179 100.000000 98.661869 98.67% Identical
3180 100.000000 85.327470 98.67% Identical
3181 100.000000 93.344007 98.67% Identical
3182 100.000000 96.003446 98.67% Identical
3183 100.000000 90.666213 98.67% Identical
3184 100.000000 93.321070 98.67% Identical
3185 100.000000 88.002685 98.67% Identical
3186 100.000000 96.006672 98.67% Identical
3187 100.000000 86.645544 98.67% Identical
3188 100.000000 98.661239 98.67% Identical
3189 100.000000 86.668274 98.67% Identical
3190 100.000000 93.326856 98.67% Identical
3191 100.000000 93.325222 98.67% Identical
3192 100.000000 94.681315 98.67% Identical
